URL,PRICE
https://www.amazon.com/dp/B0BWW7J3TM,29.98
https://www.amazon.com/dp/B0BVG3VV2N,62.98
https://www.amazon.com/dp/B0BTTK1Z8S,18.98
https://www.amazon.com/dp/B0BVBDJYVD,24.98
https://www.amazon.com/dp/B0BTW7XF1F,69.98
https://www.amazon.com/dp/B0BX9QVF9R,83.98
https://www.amazon.com/dp/B0BSFYPBML,99.98
https://www.amazon.com/dp/B0BT9GYBJJ,69.98
https://www.amazon.com/dp/B0BT89V1YR,69.98
https://www.amazon.com/dp/B0BWTKZ8BK,39.98
https://www.amazon.com/dp/B0BTW7J78X,25.98
https://www.amazon.com/dp/B0BV2TQSNV,
https://www.amazon.com/dp/B0BT9DWNS1,39.98
